,Date,BTC_Open,BTC_High,BTC_Low,BTC_Close,BTC_AdjClose,BTC_Volume,ST_Open,ST_High,ST_Low,ST_Close,ST_AdjClose,ST_Volume,USD (AM),USD (PM),GBP (AM),GBP (PM),EURO (AM),EURO (PM),EU/US_Open,EU/US_High,EU/US_Low,EU/US_Close,EU/US_AdjClose,EU/US_Volume
227,2015-05-02,207.46585083007812,210.4893341064453,207.46585083007812,209.77764892578125,209.77764892578125,11193410,,,,,,,,,,,,,,,,,,
228,2015-05-03,209.73301696777344,217.19796752929688,209.02133178710938,214.85475158691406,214.85475158691406,16531778,,,,,,,,,,,,,,,,,,
229,2015-05-04,214.8529510498047,217.3007354736328,213.2633819580078,214.42361450195312,214.42361450195312,19039562,2110.22998046875,2120.949951171875,2110.22998046875,2114.489990234375,2114.489990234375,3091580000.0,,,,,,,1.1190940141677856,1.1223105192184448,1.1124002933502197,1.1185932159423828,1.1185932159423828,0.0
230,2015-05-05,214.2747039794922,214.66749572753906,208.73797607421875,211.21835327148438,211.21835327148438,21405403,2112.6298828125,2115.239990234375,2088.4599609375,2089.4599609375,2089.4599609375,3793950000.0,1187.4,1197.0,785.59,789.461,1070.936,1075.834,1.1150012016296387,1.1209995746612549,1.1068999767303467,1.1149141788482666,1.1149141788482666,0.0
231,2015-05-06,211.33285522460938,211.45948791503906,202.12591552734375,202.66537475585938,202.66537475585938,26095608,2091.260009765625,2098.419921875,2067.929931640625,2080.14990234375,2080.14990234375,3792210000.0,1191.25,1194.25,785.22,782.909,1063.14,1053.92,1.1184431314468384,1.1365302801132202,1.1178054809570312,1.1186307668685913,1.1186307668685913,0.0
232,2015-05-07,202.55953979492188,212.19825744628906,201.3681640625,211.0761260986328,211.0761260986328,25848808,2079.9599609375,2092.89990234375,2074.989990234375,2088.0,2088.0,3676640000.0,1183.0,1187.0,776.935,781.808,1039.84,1053.239,1.1339282989501953,1.1390599012374878,1.1238203048706055,1.1341469287872314,1.1341469287872314,0.0
233,2015-05-08,210.96051025390625,219.3205108642578,210.73313903808594,217.7931671142578,217.7931671142578,24511476,2092.1298828125,2117.659912109375,2092.1298828125,2116.10009765625,2116.10009765625,3399440000.0,1185.25,1186.0,767.463,769.568,1054.258,1056.194,1.1245051622390747,1.1289000511169434,1.1185194253921509,1.1246949434280396,1.1246949434280396,0.0
234,2015-05-09,217.70919799804688,221.31285095214844,214.02072143554688,215.97927856445312,215.97927856445312,17674824,,,,,,,,,,,,,,,,,,
235,2015-05-10,215.88729858398438,217.9762420654297,213.31517028808594,214.6458282470703,214.6458282470703,13415900,,,,,,,,,,,,,,,,,,
236,2015-05-11,214.64849853515625,218.86032104492188,214.8411407470703,217.2794952392578,217.2794952392578,18745895,2115.56005859375,2117.68994140625,2104.580078125,2105.330078125,2105.330078125,2992670000.0,1184.75,1189.25,768.37,764.484,1062.199,1065.947,1.1196954250335693,1.1202975511550903,1.1134605407714844,1.1194071769714355,1.1194071769714355,0.0
237,2015-05-12,217.26783752441406,217.86956787109375,215.41270446777344,214.95230102539062,214.95230102539062,17190514,2102.8701171875,2105.06005859375,2085.570068359375,2099.1201171875,2099.1201171875,3139520000.0,1184.45,1191.5,755.485,761.099,1051.069,1058.899,1.1146035194396973,1.127789855003357,1.113598108291626,1.114441990852356,1.114441990852356,0.0
238,2015-05-13,215.207275390625,215.2862091064453,207.10635375976562,208.35345458984375,208.35345458984375,23957779,2099.6201171875,2110.18994140625,2096.0400390625,2098.47998046875,2098.47998046875,3374260000.0,1193.0,1210.5,761.546,770.81,1062.428,1068.049,1.1218937635421753,1.1382806301116943,1.1205499172210693,1.1221455335617065,1.1221455335617065,0.0
239,2015-05-14,208.2097930908203,209.05406188964844,205.1871795654297,207.83245849609375,207.83245849609375,21415526,2100.429931640625,2121.449951171875,2100.429931640625,2121.10009765625,2121.10009765625,3225740000.0,1214.75,1225.0,768.914,775.955,1063.588,1074.844,1.134803295135498,1.1443794965744019,1.1342240571975708,1.1350480318069458,1.1350480318069458,0.0
240,2015-05-15,207.8552703857422,209.102294921875,206.789794921875,207.49716186523438,207.49716186523438,14260239,2122.070068359375,2123.889892578125,2116.81005859375,2122.72998046875,2122.72998046875,3092080000.0,1216.3,1220.5,772.953,774.589,1071.229,1073.557,1.140393853187561,1.1451002359390259,1.1324695348739624,1.1404979228973389,1.1404979228973389,0.0
241,2015-05-16,207.53121948242188,207.5775146484375,205.47987365722656,206.22915649414062,206.22915649414062,9684482,,,,,,,,,,,,,,,,,,
242,2015-05-17,206.10426330566406,207.8639373779297,206.10426330566406,206.94049072265625,206.94049072265625,9730228,,,,,,,,,,,,,,,,,,
243,2015-05-18,207.0147705078125,207.51466369628906,205.4804229736328,205.92527770996094,205.92527770996094,14822277,2121.300048828125,2131.780029296875,2120.010009765625,2129.199951171875,2129.199951171875,2888190000.0,1228.15,1223.5,784.122,780.841,1079.408,1078.544,1.1444004774093628,1.1447004079818726,1.1338794231414795,1.144505262374878,1.144505262374878,0.0
244,2015-05-19,205.8448944091797,209.43739318847656,207.9635772705078,208.1922607421875,208.1922607421875,12783323,2129.449951171875,2133.02001953125,2124.5,2127.830078125,2127.830078125,3296030000.0,1219.65,1214.3,785.313,782.536,1090.239,1088.595,1.132541298866272,1.1326183080673218,1.1120996475219727,1.1326183080673218,1.1326183080673218,0.0
245,2015-05-20,208.14109802246094,211.6167755126953,209.05499267578125,210.80804443359375,210.80804443359375,13962166,2127.7900390625,2134.719970703125,2122.590087890625,2125.85009765625,2125.85009765625,3025880000.0,1206.75,1210.5,777.57,777.731,1085.329,1090.197,1.1146780252456665,1.1150758266448975,1.1065741777420044,1.1146656274795532,1.1146656274795532,0.0
246,2015-05-21,210.80624389648438,212.5051727294922,210.1887664794922,211.88800048828125,211.88800048828125,13603043,2125.550048828125,2134.280029296875,2122.949951171875,2130.820068359375,2130.820068359375,3070460000.0,1209.6,1205.0,772.599,768.752,1084.357,1082.392,1.1103092432022095,1.1180005073547363,1.1085859537124634,1.1100751161575317,1.1100751161575317,0.0
247,2015-05-22,211.86729431152344,219.0229034423828,210.6461181640625,218.2006378173828,218.2006378173828,24514753,2130.360107421875,2132.14990234375,2126.06005859375,2126.06005859375,2126.06005859375,2571860000.0,1211.0,1204.1,772.962,776.275,1083.451,1092.6,1.1110987663269043,1.1209995746612549,1.1006996631622314,1.1111851930618286,1.1111851930618286,0.0
248,2015-05-23,218.14434814453125,218.81524658203125,216.69631958007812,216.8606414794922,216.8606414794922,13259192,,,,,,,,,,,,,,,,,,
249,2015-05-24,216.95506286621094,219.76023864746094,216.80526733398438,219.22755432128906,219.22755432128906,10470385,,,,,,,,,,,,,,,,,,
250,2015-05-25,219.2039031982422,219.07015991210938,215.5949249267578,216.18344116210938,216.18344116210938,13150894,,,,,,,,,,,,,1.0992151498794556,1.1010003089904785,1.096070647239685,1.0992997884750366,1.0992997884750366,0.0
251,2015-05-26,216.177978515625,218.49046325683594,216.25103759765625,217.83738708496094,217.83738708496094,15089573,2125.340087890625,2125.340087890625,2099.179931640625,2104.199951171875,2104.199951171875,3342130000.0,1194.0,1185.4,774.771,771.042,1095.564,1087.298,1.0971288681030273,1.0971288681030273,1.0875203609466553,1.0971167087554932,1.0971167087554932,0.0
252,2015-05-27,217.79054260253906,218.71139526367188,217.3507843017578,217.770751953125,217.770751953125,17287996,2105.1298828125,2126.219970703125,2105.1298828125,2123.47998046875,2123.47998046875,3127960000.0,1187.85,1185.85,770.643,773.359,1088.074,1092.144,1.0887553691864014,1.093000054359436,1.0821995735168457,1.08888578414917,1.08888578414917,0.0
253,2015-05-28,217.74688720703125,217.2900848388672,216.61509704589844,216.61314392089844,216.61314392089844,12618248,2122.27001953125,2122.27001953125,2112.860107421875,2120.7900390625,2120.7900390625,2980350000.0,1189.45,1185.0,775.935,775.65,1087.075,1087.805,1.0897995233535767,1.0950000286102295,1.0868797302246094,1.0900014638900757,1.0900014638900757,0.0
254,2015-05-29,216.58485412597656,216.6776123046875,215.3778076171875,215.79684448242188,215.79684448242188,13475016,2120.659912109375,2120.659912109375,2104.889892578125,2107.389892578125,2107.389892578125,3927390000.0,1190.4,1191.4,778.243,778.896,1083.857,1082.648,1.0957943201065063,1.1003496646881104,1.0929105281829834,1.0960345268249512,1.0960345268249512,0.0
255,2015-05-30,215.793212890625,215.79412841796875,211.2005157470703,212.3828125,212.3828125,12832074,,,,,,,,,,,,,,,,,,
256,2015-05-31,212.19168090820312,212.2981719970703,209.34063720703125,210.1040496826172,210.1040496826172,13445418,,,,,,,,,,,,,,,,,,
257,2015-06-01,210.14329528808594,212.4053497314453,202.6334686279297,204.12599182128906,204.12599182128906,23890212,2108.639892578125,2119.14990234375,2102.5400390625,2111.72998046875,2111.72998046875,3011710000.0,1187.3,1199.9,780.4,788.034,1088.293,1097.628,1.095902442932129,1.0979998111724854,1.0888904333114624,1.0957943201065063,1.0957943201065063,0.0
258,2015-06-02,204.09669494628906,203.52000427246094,203.40101623535156,202.5684051513672,202.5684051513672,18353817,2110.409912109375,2117.590087890625,2099.139892578125,2109.60009765625,2109.60009765625,3049350000.0,1188.75,1192.8,779.905,778.361,1083.168,1070.952,1.0922753810882568,1.116629719734192,1.091941475868225,1.0922993421554565,1.0922993421554565,0.0
259,2015-06-03,202.50828552246094,201.74237060546875,200.81607055664062,200.61639404296875,200.61639404296875,15767297,2110.639892578125,2121.919921875,2109.610107421875,2114.070068359375,2114.070068359375,3099980000.0,1186.6,1190.0,777.601,776.762,1067.23,1059.331,1.1148271560668945,1.1283293962478638,1.1086794137954712,1.1150012016296387,1.1150012016296387,0.0
260,2015-06-04,200.5258026123047,201.0657501220703,200.1554412841797,200.1820526123047,200.1820526123047,13143048,2112.35009765625,2112.889892578125,2093.22998046875,2095.840087890625,2095.840087890625,3200050000.0,1182.45,1176.0,766.555,764.629,1041.76,1042.137,1.126227617263794,1.1376047134399414,1.1232597827911377,1.1257838010787964,1.1257838010787964,0.0
261,2015-06-05,200.0303497314453,203.20863342285156,197.9239044189453,202.4588165283203,202.4588165283203,16251013,2095.090087890625,2100.989990234375,2085.669921875,2092.830078125,2092.830078125,3243690000.0,1175.9,1164.6,767.819,765.001,1044.251,1050.277,1.121604323387146,1.128020167350769,1.105180025100708,1.120787262916565,1.120787262916565,0.0
262,2015-06-06,202.50653076171875,203.1491241455078,201.943115234375,203.0591278076172,203.0591278076172,10018450,,,,,,,,,,,,,,,,,,
263,2015-06-07,203.03842163085938,203.57662963867188,200.80447387695312,200.7575225830078,200.7575225830078,11996397,,,,,,,,,,,,,,,,,,
264,2015-06-08,200.75572204589844,203.3173828125,200.71969604492188,202.5970916748047,202.5970916748047,20729207,2092.340087890625,2093.010009765625,2079.110107421875,2079.280029296875,2079.280029296875,2917150000.0,1173.4,1172.8,769.846,767.564,1053.321,1047.564,1.1105434894561768,1.1242802143096924,1.1088072061538696,1.1108149290084839,1.1108149290084839,0.0
265,2015-06-09,202.64053344726562,204.40216064453125,201.5465545654297,202.84095764160156,202.84095764160156,25109015,2079.070068359375,2085.6201171875,2072.139892578125,2080.14990234375,2080.14990234375,3034580000.0,1181.0,1177.4,772.4,768.839,1046.754,1046.345,1.1281970739364624,1.1339694261550903,1.1216697692871094,1.128095269203186,1.128095269203186,0.0
266,2015-06-10,202.79400634765625,203.7435760498047,201.9217071533203,202.3193817138672,202.3193817138672,14063843,2081.1201171875,2108.5,2081.1201171875,2105.199951171875,2105.199951171875,3414320000.0,1186.0,1188.5,767.861,765.367,1049.186,1049.865,1.1293309926986694,1.138200283050537,1.1266602277755737,1.1299052238464355,1.1299052238464355,0.0
267,2015-06-11,202.36537170410156,204.37255859375,202.46658325195312,204.27301025390625,204.27301025390625,12819920,2106.239990234375,2115.02001953125,2106.239990234375,2108.860107421875,2108.860107421875,3128600000.0,1180.5,1178.5,763.509,760.568,1049.193,1049.842,1.131298542022705,1.132054090499878,1.118879795074463,1.131196141242981,1.131196141242981,0.0
268,2015-06-12,204.27301025390625,204.91043090820312,203.74322509765625,204.1018829345703,204.1018829345703,12440273,2107.429931640625,2107.429931640625,2091.330078125,2094.110107421875,2094.110107421875,2719400000.0,1179.25,1182.8,761.273,763.442,1055.682,1053.86,1.1245051622390747,1.1293296813964844,1.1152499914169312,1.1240627765655518,1.1240627765655518,0.0
269,2015-06-13,204.04685974121094,206.47142028808594,203.41676330566406,206.2495574951172,206.2495574951172,11808040,,,,,,,,,,,,,,,,,,
270,2015-06-14,206.28504943847656,208.42918395996094,205.89634704589844,208.09320068359375,208.09320068359375,10840150,,,,,,,,,,,,,,,,,,
271,2015-06-15,207.98538208007812,211.01588439941406,207.94833374023438,210.079833984375,210.079833984375,17663532,2091.340087890625,2091.340087890625,2072.489990234375,2084.429931640625,2084.429931640625,3061570000.0,1178.25,1181.4,760.014,760.721,1049.572,1051.208,1.1217930316925049,1.1258105039596558,1.1191502809524536,1.1219944953918457,1.1219944953918457,0.0
272,2015-06-16,210.02838134765625,224.0494842529297,209.45799255371094,223.23605346679688,223.23605346679688,37024646,2084.260009765625,2097.39990234375,2082.10009765625,2096.2900390625,2096.2900390625,2919900000.0,1182.1,1177.75,759.363,752.845,1050.056,1046.842,1.1277008056640625,1.133009672164917,1.1211603879928589,1.1277008056640625,1.1277008056640625,0.0
273,2015-06-17,223.17198181152344,228.1110076904297,219.0313720703125,219.4208221435547,219.4208221435547,38604348,2097.39990234375,2106.7900390625,2088.860107421875,2100.43994140625,2100.43994140625,3222240000.0,1178.5,1178.0,748.92,748.816,1045.65,1045.67,1.1242396831512451,1.129110336303711,1.122949481010437,1.124201774597168,1.124201774597168,0.0
274,2015-06-18,219.54757690429688,221.0504150390625,214.82489013671875,218.98426818847656,218.98426818847656,27244921,2101.580078125,2126.64990234375,2101.580078125,2121.239990234375,2121.239990234375,3520360000.0,1198.0,1201.85,752.418,756.19,1050.647,1054.301,1.1364152431488037,1.1428401470184326,1.1341005563735962,1.1369967460632324,1.1369967460632324,0.0
275,2015-06-19,219.0159149169922,221.86793518066406,214.6957244873047,215.4169921875,215.4169921875,21105504,2121.06005859375,2121.639892578125,2109.449951171875,2109.989990234375,2109.989990234375,4449810000.0,1198.15,1203.4,755.645,757.427,1058.857,1060.732,1.1372941732406616,1.1387965679168701,1.12959885597229,1.1370742321014404,1.1370742321014404,0.0
276,2015-06-20,215.35006713867188,216.49317932128906,211.91281127929688,215.95068359375,215.95068359375,18148921,,,,,,,,,,,,,,,,,,
277,2015-06-21,215.85205078125,215.96124267578125,213.1118927001953,214.7205352783203,214.7205352783203,9330957,,,,,,,,,,,,,,,,,,
278,2015-06-22,214.74253845214844,218.6024169921875,215.02955627441406,217.7466278076172,217.7466278076172,15597725,2112.5,2129.8701171875,2112.5,2122.85009765625,2122.85009765625,3030020000.0,1193.7,1185.5,752.53,748.611,1052.135,1043.161,1.1362345218658447,1.1410002708435059,1.1316006183624268,1.1372941732406616,1.1372941732406616,0.0
279,2015-06-23,217.6910858154297,219.47462463378906,217.4130401611328,218.62896728515625,218.62896728515625,13521299,2123.159912109375,2128.030029296875,2119.889892578125,2124.199951171875,2124.199951171875,3091190000.0,1183.35,1178.0,749.169,748.435,1052.241,1055.603,1.1346230506896973,1.1346230506896973,1.113770604133606,1.13490629196167,1.13490629196167,0.0
280,2015-06-24,218.61642456054688,218.63009643554688,214.6497039794922,214.6497039794922,214.6497039794922,15479607,2123.64990234375,2125.10009765625,2108.580078125,2108.580078125,2108.580078125,3102480000.0,1175.75,1173.75,744.711,745.641,1048.934,1049.256,1.1177055835723877,1.1239995956420898,1.1162832975387573,1.1172186136245728,1.1172186136245728,0.0
281,2015-06-25,214.51583862304688,217.28012084960938,214.4584197998047,216.74610900878906,216.74610900878906,14401982,2109.9599609375,2116.0400390625,2101.780029296875,2102.31005859375,2102.31005859375,3214610000.0,1174.6,1172.65,748.797,744.682,1052.509,1048.319,1.1207119226455688,1.1224100589752197,1.1156704425811768,1.1206992864608765,1.1206992864608765,0.0
282,2015-06-26,216.57203674316406,218.33482360839844,216.7366485595703,218.1764373779297,218.1764373779297,12524407,2102.6201171875,2108.919921875,2095.3798828125,2101.489990234375,2101.489990234375,5025470000.0,1174.4,1170.5,745.888,743.67,1048.384,1045.836,1.1203854084014893,1.1219995021820068,1.1136304140090942,1.1202975511550903,1.1202975511550903,0.0
283,2015-06-27,218.13613891601562,225.11331176757812,217.7492218017578,224.80072021484375,224.80072021484375,18350739,,,,,,,,,,,,,,,,,,
284,2015-06-28,224.7693634033203,224.96372985839844,224.89910888671875,226.90997314453125,226.90997314453125,13794059,,,,,,,,,,,,,,,,,,
285,2015-06-29,226.6457061767578,229.3525390625,225.7569580078125,229.21444702148438,229.21444702148438,30978957,2098.6298828125,2098.6298828125,2056.639892578125,2057.639892578125,2057.639892578125,3678960000.0,1176.5,1176.0,749.101,747.806,1060.818,1056.651,1.0982975959777832,1.119740605354309,1.0982975959777832,1.0975021123886108,1.0975021123886108,0.0
286,2015-06-30,229.18948364257812,240.26101684570312,228.72743225097656,236.29928588867188,236.29928588867188,40001617,2061.18994140625,2074.280029296875,2056.320068359375,2063.110107421875,2063.110107421875,4078540000.0,1175.0,1171.0,747.075,743.516,1053.009,1046.19,1.121604323387146,1.1238796710968018,1.1123000383377075,1.122296690940857,1.122296690940857,0.0
287,2015-07-01,236.5445098876953,238.1000213623047,229.86788940429688,234.3643035888672,234.3643035888672,24494608,2067.0,2082.780029296875,2067.0,2077.419921875,2077.419921875,3727260000.0,1171.7,1168.0,748.379,747.305,1053.261,1055.152,1.1134989261627197,1.1167594194412231,1.106119990348816,1.1134989261627197,1.1134989261627197,0.0
288,2015-07-02,234.30177307128906,236.3637237548828,229.18109130859375,230.4330596923828,230.4330596923828,19444154,2078.030029296875,2085.06005859375,2071.02001953125,2076.780029296875,2076.780029296875,2996540000.0,1164.3,1165.25,745.701,745.927,1051.239,1050.295,1.1037039756774902,1.1121602058410645,1.1037039756774902,1.103363037109375,1.103363037109375,0.0
289,2015-07-03,230.4754638671875,231.8306427001953,228.3417510986328,230.68394470214844,230.68394470214844,17129050,,,,,,,1168.25,1167.95,747.441,748.206,1051.104,1052.207,1.108598232269287,1.1119993925094604,1.108270287513733,1.1086965799331665,1.1086965799331665,0.0
290,2015-07-04,230.82342529296875,235.29248046875,228.76170349121094,234.7786102294922,234.7786102294922,14057235,,,,,,,,,,,,,,,,,,
291,2015-07-05,234.70571899414062,250.23336791992188,232.81227111816406,247.3285369873047,247.3285369873047,40163817,,,,,,,,,,,,,,,,,,
292,2015-07-06,246.59632873535156,250.26792907714844,242.3913116455078,243.55422973632812,243.55422973632812,44500091,2073.949951171875,2078.610107421875,2058.39990234375,2068.760009765625,2068.760009765625,3486360000.0,1164.25,1166.0,748.425,749.189,1053.429,1055.729,1.0997954607009888,1.1091405153274536,1.0997954607009888,1.0995051860809326,1.0995051860809326,0.0
293,2015-07-07,244.39889526367188,245.9581298828125,241.98831176757812,241.8744354248047,241.8744354248047,26219880,2069.52001953125,2083.739990234375,2044.02001953125,2081.340087890625,2081.340087890625,4458660000.0,1166.25,1156.25,752.104,748.867,1063.224,1056.225,1.1048015356063843,1.105265498161316,1.0916804075241089,1.1048991680145264,1.1048991680145264,0.0
294,2015-07-08,241.6699981689453,247.3011474609375,240.72291564941406,244.6336669921875,244.6336669921875,33408799,2077.659912109375,2077.659912109375,2044.6600341796875,2046.6800537109375,2046.6800537109375,3608780000.0,1154.25,1158.5,749.464,754.134,1045.611,1050.365,1.1009942293167114,1.109010100364685,1.0975021123886108,1.1009942293167114,1.1009942293167114,0.0
295,2015-07-09,244.67160034179688,246.32325744628906,241.1176300048828,243.3809356689453,243.3809356689453,36432110,2049.72998046875,2074.280029296875,2049.72998046875,2051.31005859375,2051.31005859375,3446810000.0,1162.1,1164.25,755.371,755.54,1053.963,1052.239,1.1072357892990112,1.1116199493408203,1.102290391921997,1.1071009635925293,1.1071009635925293,0.0
296,2015-07-10,243.31585693359375,264.6106262207031,242.86412048339844,255.2584991455078,255.2584991455078,89947137,2052.739990234375,2081.31005859375,2052.739990234375,2076.6201171875,2076.6201171875,3065070000.0,1162.4,1159.3,750.299,746.803,1041.204,1036.153,1.1063048839569092,1.1219995021820068,1.1056197881698608,1.1063048839569092,1.1063048839569092,0.0
297,2015-07-11,255.24595642089844,267.45452880859375,254.036376953125,262.6242980957031,262.6242980957031,36833527,,,,,,,,,,,,,,,,,,
298,2015-07-12,262.646728515625,281.6898193359375,262.0777893066406,279.3556823730469,279.3556823730469,50687455,,,,,,,,,,,,,,,,,,
299,2015-07-13,279.3197326660156,279.22772216796875,253.7803497314453,265.9630126953125,265.9630126953125,56510245,2080.030029296875,2100.669921875,2080.030029296875,2099.60009765625,2099.60009765625,3096730000.0,1154.95,1154.0,741.589,742.648,1043.127,1044.297,1.1129041910171509,1.119759440422058,1.1007699966430664,1.1129041910171509,1.1129041910171509,0.0
300,2015-07-14,265.94482421875,269.0289001464844,261.1022033691406,261.23590087890625,261.23590087890625,26106143,2099.719970703125,2111.97998046875,2098.179931640625,2108.949951171875,2108.949951171875,3002120000.0,1153.2,1157.4,745.274,743.019,1046.888,1048.75,1.0985147953033447,1.1074001789093018,1.0968496799468994,1.099045991897583,1.099045991897583,0.0
301,2015-07-15,261.763916015625,266.2260437011719,260.5615539550781,261.365234375,261.365234375,25134053,2109.010009765625,2114.139892578125,2102.489990234375,2107.39990234375,2107.39990234375,3261810000.0,1154.75,1147.4,739.087,735.961,1047.582,1047.041,1.100897192955017,1.1040000915527344,1.0936096906661987,1.1008002758026123,1.1008002758026123,0.0
302,2015-07-16,261.5599670410156,266.260986328125,252.72242736816406,255.57301330566406,255.57301330566406,45476151,2110.550048828125,2124.419921875,2110.550048828125,2124.2900390625,2124.2900390625,3227080000.0,1145.1,1144.4,732.794,732.815,1050.117,1048.658,1.0938884019851685,1.0950000286102295,1.0859402418136597,1.0943553447723389,1.0943553447723389,0.0
303,2015-07-17,255.57485961914062,258.72796630859375,249.6036376953125,258.1250305175781,258.1250305175781,25483883,2126.800048828125,2128.909912109375,2119.8798828125,2126.639892578125,2126.639892578125,3362750000.0,1143.0,1132.8,730.678,727.6,1049.25,1044.296,1.0886012315750122,1.0910003185272217,1.0843905210494995,1.0886012315750122,1.0886012315750122,0.0
304,2015-07-18,257.99481201171875,260.94671630859375,253.1403045654297,253.90321350097656,253.90321350097656,23263231,,,,,,,,,,,,,,,,,,
305,2015-07-19,253.77943420410156,254.6134796142578,251.69760131835938,252.6678466796875,252.6678466796875,14158740,,,,,,,,,,,,,,,,,,
306,2015-07-20,252.56163024902344,257.5763854980469,252.08717346191406,257.5763854980469,257.5763854980469,20968886,2126.85009765625,2132.820068359375,2123.659912109375,2128.280029296875,2128.280029296875,3245870000.0,1115.0,1104.6,717.411,709.806,1029.167,1018.299,1.0832945108413696,1.0871999263763428,1.0821573734283447,1.0830246210098267,1.0830246210098267,0.0
307,2015-07-21,257.4849853515625,259.35748291015625,251.91531372070312,252.24783325195312,252.24783325195312,20970005,2127.550048828125,2128.489990234375,2115.39990234375,2119.2099609375,2119.2099609375,3343690000.0,1108.0,1105.6,711.465,710.677,1021.151,1014.358,1.083482265472412,1.0940704345703125,1.081270456314087,1.0835410356521606,1.0835410356521606,0.0
308,2015-07-22,252.08688354492188,255.11392211914062,251.08071899414062,253.7965545654297,253.7965545654297,17751350,2118.2099609375,2118.510009765625,2110.0,2114.14990234375,2114.14990234375,3694070000.0,1096.8,1088.6,702.379,696.637,1002.468,999.495,1.093900442123413,1.097000002861023,1.0881404876708984,1.0939961671829224,1.0939961671829224,0.0
309,2015-07-23,253.905517578125,254.00584411621094,250.78770446777344,251.29632568359375,251.29632568359375,16869640,2114.159912109375,2116.8701171875,2098.6298828125,2102.14990234375,2102.14990234375,3772810000.0,1101.65,1097.4,705.914,705.247,1003.69,998.135,1.0927051305770874,1.1019999980926514,1.0923947095870972,1.0927051305770874,1.0927051305770874,0.0
310,2015-07-24,251.25625610351562,263.50823974609375,250.54978942871094,262.35711669921875,262.35711669921875,33854569,2102.239990234375,2106.010009765625,2077.090087890625,2079.64990234375,2079.64990234375,3870040000.0,1083.75,1080.8,699.893,697.425,990.042,985.772,1.0988407135009766,1.0996019840240479,1.092789888381958,1.0989010334014893,1.0989010334014893,0.0
311,2015-07-25,262.25335693359375,264.59136962890625,260.2857666015625,262.7384338378906,262.7384338378906,18804332,,,,,,,,,,,,,,,,,,
312,2015-07-26,262.68658447265625,266.70184326171875,261.8365478515625,266.7572021484375,266.7572021484375,14612012,,,,,,,,,,,,,,,,,,
313,2015-07-27,266.7143859863281,267.999267578125,259.5251159667969,264.8124084472656,264.8124084472656,27590188,2078.18994140625,2078.18994140625,2063.52001953125,2067.639892578125,2067.639892578125,3836750000.0,1098.6,1100.0,708.386,706.532,992.412,990.589,1.0974057912826538,1.112999439239502,1.0974057912826538,1.0972371101379395,1.0972371101379395,0.0
314,2015-07-28,264.8205261230469,267.3476867675781,265.9985656738281,266.11260986328125,266.11260986328125,23005785,2070.75,2095.60009765625,2069.090087890625,2093.25,2093.25,4117740000.0,1095.6,1096.2,702.128,702.197,990.06,991.857,1.1091023683547974,1.1100996732711792,1.1023000478744507,1.109004020690918,1.109004020690918,0.0
315,2015-07-29,266.1641540527344,266.16302490234375,261.0295715332031,263.7431640625,263.7431640625,22470492,2094.699951171875,2110.60009765625,2094.080078125,2108.570068359375,2108.570068359375,4038900000.0,1096.75,1090.25,701.651,695.357,991.009,988.082,1.106549620628357,1.108598232269287,1.1014198064804077,1.1065986156463623,1.1065986156463623,0.0
316,2015-07-30,263.29962158203125,264.6410827636719,261.1335754394531,263.0240173339844,263.0240173339844,19778590,2106.780029296875,2110.47998046875,2094.969970703125,2108.6298828125,2108.6298828125,3579410000.0,1085.65,1087.5,695.395,696.067,989.744,994.786,1.0983941555023193,1.099000096321106,1.091130018234253,1.098406195640564,1.098406195640564,0.0
317,2015-07-31,263.0002746582031,264.17901611328125,257.942626953125,259.10247802734375,259.10247802734375,21508374,2111.60009765625,2114.239990234375,2102.070068359375,2103.840087890625,2103.840087890625,3681340000.0,1080.05,1098.4,694.186,701.606,985.447,990.174,1.0941756963729858,1.1110296249389648,1.0923899412155151,1.0939244031906128,1.0939244031906128,0.0
318,2015-08-01,259.13525390625,259.35919189453125,253.15127563476562,256.3271484375,256.3271484375,17290188,,,,,,,,,,,,,,,,,,
319,2015-08-02,255.27853393554688,257.91143798828125,252.62060546875,257.7419128417969,257.7419128417969,16162517,,,,,,,,,,,,,,,,,,
320,2015-08-03,257.9170227050781,260.7279357910156,255.1051483154297,256.82830810546875,256.82830810546875,19611050,2104.489990234375,2105.699951171875,2087.31005859375,2098.0400390625,2098.0400390625,3476770000.0,1093.0,1091.9,699.99,699.376,995.9,995.396,1.0969001054763794,1.09954035282135,1.0943995714187622,1.0969001054763794,1.0969001054763794,0.0
321,2015-08-04,256.82647705078125,262.1719665527344,256.80303955078125,262.1007080078125,262.1007080078125,20132972,2097.679931640625,2102.510009765625,2088.60009765625,2093.320068359375,2093.320068359375,3546710000.0,1092.6,1090.65,701.104,698.664,996.625,994.393,1.0953983068466187,1.0995995998382568,1.0933502912521362,1.09560227394104,1.09560227394104,0.0
322,2015-08-05,261.759765625,262.8196716308594,259.0062561035156,258.5361633300781,258.5361633300781,18460974,2095.27001953125,2112.659912109375,2095.27001953125,2099.840087890625,2099.840087890625,3968680000.0,1086.5,1085.1,697.816,694.864,1000.184,997.793,1.0886012315750122,1.0918794870376587,1.0850305557250977,1.0888975858688354,1.0888975858688354,0.0
